review_text;target
Куда писать, если товар не пришёл?;question
Какие наушники лучше подойдут к этому планшету?;question
Футболка подходит для машинной сушки?;question
Можно ли заменить только кабель, если он не работает?;question
Какая плотность ткани у этой куртки?;question
Есть ли в наушниках функция паузы?;question
Какой срок хранения на складе?;question
Можно ли заказать без упаковки в подарок?;question
Как работает кнопка включения на наушниках?;question
Что делать, если не пришло письмо о доставке?;question
Подходит ли планшет для онлайн-уроков?;question
Сколько децибел шумоподавления?;question
Какие гарантии, если заказ с браком?;question
Футболка будет садиться после стирки?;question
Есть ли гарантия на аксессуары?;question
Подойдёт ли чехол к предыдущей версии планшета?;question
Какой уровень защиты у экрана телефона?;question
Можно ли заказать с примеркой?;question
Какая модель Bluetooth в этих наушниках?;question
Можно ли куртку стирать вручную?;question
Наушники совместимы с Android?;question
Можно ли сдать товар в ближайший магазин?;question
Планшет подходит для чтения книг?;question
Какая гарантия на этот телефон — год или два?;question
Будет ли скидка по промокоду?;question
Какого цвета чехол в комплекте?;question
Сколько дней можно не забирать заказ?;question
Есть ли встроенный диктофон?;question
Можно ли отправить товар в подарок?;question
Какая длина шнурка у худи размера XL?;question
Будет ли куртка снова в наличии?;question
Телефон поддерживает две SIM-карты?;question
Сколько весит комплект с коробкой?;question
Как отследить заказ без номера трека?;question
Какая плотность у экрана планшета?;question
Можно ли использовать планшет как навигатор?;question
Есть ли возможность примерить перед покупкой?;question
Планшет идёт с обновлённой ОС?;question
Наушники работают на расстоянии до скольких метров?;question
Какой уровень громкости у динамиков?;question
Телефон поддерживает быструю зарядку 33Вт?;question
Можно ли заказать доставку к определённому времени?;question
Какая длина брюк у размера 48?;question
Что входит в гарантийное обслуживание?;question
Куртка утеплена синтепоном или пухом?;question
Есть ли индикатор зарядки у этих наушников?;question
Сколько держится краска на чёрной футболке?;question
Будет ли доставка по выходным?;question
Телефон оригинальный или восстановленный?;question
Какую температуру выдерживает ткань при глажке?;question
Какая мощность у зарядного устройства?;question
Можно ли стирать в стиральной машине?;question
Где посмотреть историю заказов?;question
Как активировать гарантию?;question
Куртка маломерит?;question
Можно ли оплатить бонусами?;question
Как вернуть товар, если он не подошёл?;question
Планшет поддерживает Google Play?;question
Какая длина зарядного кабеля в комплекте?;question
Наушники можно заряжать от компьютера?;question
Какой объём аккумулятора?;question
Какая ткань у платья — синтетика или хлопок?;question
Будет ли напоминание перед доставкой?;question
Планшет идёт в плёнке или без?;question
Наушники магнитные или обычные?;question
Какой вес у размера M?;question
Что делать, если пришёл не тот цвет?;question
Можно ли использовать в самолёте?;question
Сколько времени занимает возврат средств?;question
Есть ли подкладка у куртки?;question
Куртка имеет влагозащиту?;question
Сколько слотов под SIM в телефоне?;question
Какой гарантийный центр обслуживает?;question
Можно ли отключить микрофон у наушников?;question
Какая длина юбки в размере S?;question
Футболка идёт в упаковке или без?;question
Планшет можно подключить к проектору?;question
Есть ли возможность заказать ускоренную доставку?;question
Подходит ли для подростков 13 лет?;question
Как быстро обрабатываете возвраты?;question
Наушники с автоматическим подключением?;question
Сколько памяти доступно пользователю?;question
Футболка просвечивает?;question
Есть ли регулировка капюшона на куртке?;question
Какой бренд производитель у этих наушников?;question
Какие параметры у телефона по камере?;question
Подходит ли куртка на высокий рост?;question
Планшет идёт с предустановленным ПО?;question
Можно ли заряжать от Power Bank?;question
Футболка сшита из тонкой ткани?;question
Какой вес у наушников?;question
Есть ли скидки при покупке от 3 штук?;question
Можно ли отправить в другой город?;question
Какая длина зарядки в сантиметрах?;question
Какая модель чипа у планшета?;question
Телефон поддерживает 5G?;question
Есть ли антивибрация у наушников?;question
Сколько ампер зарядка?;question
Можно ли забрать из ПВЗ без паспорта?;question
Футболка сильно мнётся?;question
Наушники идут с переходником?;question
Какой уровень яркости у экрана?;question
Какая глубина капюшона у куртки?;question
Как выбрать нужный размер без примерки?;question
Есть ли возврат на распродажный товар?;question
Планшет поддерживает карты microSD?;question
Можно ли оплатить курьеру картой?;question
Футболка подходит для тренировок?;question
Как долго держит батарея у наушников?;question
Есть ли швы на внутренней стороне?;question
Какая толщина ткани у платья?;question
Можно ли открыть коробку при получении?;question
Что делать, если пришёл пустой пакет?;question
Планшет поддерживает OTG?;question
Телефон идёт с наушниками или без?;question
Можно ли сдать обратно в пункт выдачи?;question
Наушники работают в режиме гарнитуры?;question
Какой срок действия у купона?;question
Планшет удобно держать одной рукой?;question
Как поменять адрес после оформления заказа?;question
Есть ли защита от пыли?;question
Можно ли сдать брак без упаковки?;question
Наушники быстро подключаются к смартфону?;question
Какая длина куртки в размере L?;question
Планшет подойдёт для чтения комиксов?;question
Можно ли отменить заказ после оплаты?;question
Есть ли в телефоне режим для пожилых?;question
Сколько весит телефон без коробки?;question
Футболка идёт в подарочной упаковке?;question
Какой тип застёжки у куртки?;question
Наушники синхронизируются с двумя устройствами?;question
Подходит ли размер XS на подростка?;question
Какая диагональ экрана у планшета?;question
Можно ли примерить футболку перед покупкой?;question
Что делать, если курьер не пришёл?;question
Сколько дней действует гарантия на аксессуары?;question
Планшет идёт с защитной плёнкой?;question
Есть ли возможность подключить внешний жёсткий диск?;question
Какой тип ткани у этой футболки?;question
Можно ли обменять товар через ПВЗ?;question
Футболка рассчитана на лето или демисезон?;question
Какой порт зарядки у планшета — USB-C или micro-USB?;question
Наушники идут в чехле?;question
Есть ли встроенное шумоподавление?;question
Какая длина молнии на куртке?;question
Футболка подойдёт для беременных?;question
Можно ли заказать в другой город?;question
Какая высота подошвы у кроссовок?;question
Наушники совместимы с Xbox?;question
Что делать, если не пришёл чек?;question
Планшет поддерживает Bluetooth-клавиатуру?;question
Есть ли гарантия на распродажный товар?;question
Куртка с подкладкой из флиса?;question
Можно ли уточнить состав ткани до заказа?;question
Футболка плотная или просвечивает?;question
Какая толщина экрана у планшета?;question
Сколько времени заряжается чехол наушников?;question
Наушники подходят для детей?;question
Какой объём памяти реально доступен?;question
Можно ли сделать доставку днём?;question
Планшет идёт с уже установленным антивирусом?;question
Какая длина пояса у размера 50?;question
Телефон можно использовать с международной SIM?;question
Есть ли карманы у этой куртки?;question
Сколько режимов у фена?;question
Можно ли оформить предзаказ?;question
Футболка после стирки садится?;question
Какие гарантии на электроприборы?;question
Наушники идут в вакуумной упаковке?;question
Какая длина футболки у размера M?;question
Куртка имеет вентиляционные отверстия?;question
Можно ли выбрать курьера?;question
Какой радиус действия у Bluetooth?;question
Планшет можно использовать для видеозвонков?;question
Есть ли приложение для управления наушниками?;question
Телефон поддерживает беспроводную зарядку?;question
Футболка колется или мягкая?;question
Какая температура комфортного ношения у куртки?;question
Есть ли скидка по студенческому?;question
Можно ли вернуть товар без упаковки?;question
Куртка подходит для активных прогулок?;question
Наушники защищены от влаги?;question
Планшет поддерживает multitouch?;question
Есть ли ремень в комплекте с курткой?;question
Какой размер обуви соответствует 25 см?;question
Можно ли подключить планшет к монитору?;question
Сколько держится заряд у кейса наушников?;question
Футболка идёт с запасом по длине?;question
Какая длина лямок у рюкзака?;question
Наушники подключаются автоматически?;question
Можно ли изменить цвет после заказа?;question
Телефон имеет сертификацию EAC?;question
Планшет нагревается при зарядке?;question
Как ухаживать за курткой с мембранной тканью?;question
Можно ли докупить страховку?;question
Есть ли отделение для ноутбука в рюкзаке?;question
Какая толщина подошвы у сапог?;question
Футболка выдержит многократные стирки?;question
Наушники можно использовать отдельно?;question
Сколько весит куртка в размере L?;question
Телефон будет работать за границей?;question
Какой тип застёжки на брюках?;question
Можно ли заказать с доставкой в офис?;question
Какая длина ремня в брюках размера 52?;question
Планшет работает со стилусами других марок?;question
Есть ли режим энергосбережения?;question
Наушники шумят при включении?;question
Какой материал подкладки у куртки?;question
Можно ли изменить размер после оформления?;question
Сколько весит упаковка с телефоном?;question
Футболка быстро сохнет?;question
Куртка подходит для дождливой погоды?;question
Какая комплектация у планшета?;question
Наушники идут с дополнительными насадками?;question
Можно ли сразу заказать два размера на примерку?;question
Какой уровень защиты от воды?;question
Футболка сшита по европейским или азиатским меркам?;question
Телефон обновляется до Android 14?;question
Планшет работает без интернета?;question
Какая длина молнии на футболке?;question
Наушники совместимы с телевизором?;question
Футболка линяет при стирке?;question
Какой объём оперативной памяти?;question
Можно ли вернуть без указания причины?;question
Куртка идёт с поясом?;question
Наушники подойдут для занятий в спортзале?;question
Сколько времени планшет держит заряд при просмотре видео?;question
Можно ли носить футболку под пиджак?;question
Есть ли доставка в выходные?;question
Какая температура допустима для стирки этой куртки?;question
Можно ли отключить подсветку экрана?;question
Какая точная ширина подошвы у этих кроссовок?;question
Телефон работает в сетях всех операторов?;question
Какой тип ткани у подкладки куртки?;question
Можно ли стирать наушники, если они случайно попали в воду?;question
Футболка сильно вытягивается после носки?;question
Подходит ли планшет для детей младшего возраста?;question
Наушники автоматически отключаются при снятии?;question
Какая упаковка у товара — коробка или пакет?;question
Футболка рассчитана на высоких людей?;question
Есть ли в комплекте переходник на Type-C?;question
Какой уровень защиты от ветра у этой куртки?;question
Можно ли носить эту одежду в дождливую погоду?;question
Подходит ли куртка для катания на велосипеде?;question
Телефон работает с банковскими приложениями?;question
Какая толщина у стекла экрана?;question
Можно ли заряжать планшет ночью?;question
Футболка быстро теряет цвет?;question
Наушники идут с запасными амбушюрами?;question
Есть ли крепления для ремня на куртке?;question
Какая глубина капюшона?;question
Футболка сшита по ГОСТу?;question
Планшет можно использовать в качестве GPS?;question
Подходит ли размер L для роста 175 см?;question
Сколько часов работает телефон без подзарядки?;question
Наушники подойдут для гейминга?;question
Можно ли выбрать цвет шнурков?;question
Футболка мнётся после стирки?;question
Есть ли в куртке внутренний карман?;question
Какая ширина плеч в размере XL?;question
Можно ли вернуть товар при самовывозе?;question
Планшет идёт с зарядкой на 220В?;question
Телефон поддерживает карты памяти?;question
Футболка тянется в ширину?;question
Какой цвет товара в реальности — как на фото?;question
Сколько гигов занимает система на телефоне?;question
Наушники можно подключить к iPhone?;question
Есть ли возможность примерить два размера?;question
Футболка после первой стирки садится?;question
Наушники заряжаются через USB-C?;question
Какая модель материнской платы у планшета?;question
Можно ли использовать телефон как пульт?;question
Есть ли ограничение по весу для куртки?;question
Футболка выполнена из натуральных материалов?;question
Сколько слоёв утеплителя в куртке?;question
Какая ширина в бёдрах у размера 50?;question
Наушники поддерживают одновременное подключение к ноутбуку и телефону?;question
Планшет идёт с возможностью обновления ПО?;question
Футболка подходит для жаркой погоды?;question
Как отрегулировать длину рукавов?;question
Сколько времени обрабатывается заказ?;question
Куртка рассчитана на какой сезон?;question
Есть ли кнопка отключения микрофона?;question
Футболка сделана в России?;question
Наушники синхронизируются по Bluetooth 5.0?;question
Какой гарантийный срок у этого бренда?;question
Можно ли вернуть деньги наличными?;question
Куртка идёт с утеплённой подкладкой?;question
Наушники шумят при зарядке?;question
Футболка подойдёт для офиса?;question
Какой состав утеплителя?;question
Можно ли отказаться от заказа в пункте выдачи?;question
Наушники работают по технологии TWS?;question
Планшет заряжается от обычного адаптера?;question
Куртка идёт с поясом или без?;question
Футболка стандартной или удлинённой длины?;question
Наушники автоматически включаются при открытии кейса?;question
Какая максимальная длина кабеля?;question
Можно ли заказать срочную доставку?;question
Планшет совместим с приложениями для учёбы?;question
Футболка сильно линяет?;question
Наушники можно использовать с ноутбуком?;question
Куртка шумит при движении?;question
Сколько дней даётся на возврат товара?;question
Футболка сшита в Китае или другой стране?;question
Есть ли скидки при покупке нескольких штук?;question
Какая мощность динамика у планшета?;question
Наушники можно использовать по одному?;question
Планшет поддерживает обновления системы?;question
Какой вес в упаковке у футболки?;question
Можно ли куртку носить весной и осенью?;question
Футболка хлопковая или с примесью синтетики?;question
Наушники идут с инструкцией на русском?;question
Планшет совместим с банковскими приложениями?;question
Какой вес одного ботинка?;question
Можно ли примерить на месте?;question
Сколько времени идёт доставка в МО?;question
Футболка мнётся при носке?;question
Куртка легко пачкается?;question
Планшет воспроизводит видео в 4K?;question
Какая толщина внутренней подкладки?;question
Наушники подходят для спорта?;question
Можно ли растянуть футболку при глажке?;question
Есть ли тканевая сумка в комплекте?;question
Какая длина верхней одежды в размере 46?;question
Футболка белая просвечивает?;question
Можно ли носить наушники с очками?;question
Можно ли использовать планшет для видеомонтажа?;question
Есть ли таблица размеров на сайте?;question
Какой диаметр динамиков в наушниках?;question
Куртка подойдёт для температуры -10°C?;question
Футболка сильно садится при сушке?;question
Какая ширина плеч у размера M?;question
Можно ли заряжать планшет от ноутбука?;question
Есть ли встроенный микрофон в этих наушниках?;question
Какая толщина ткани у худи?;question
Футболка подходит для занятий спортом?;question
Какой срок доставки в регионы?;question
Планшет работает без интернета?;question
Какая плотность утеплителя в куртке?;question
Можно ли выбрать способ доставки?;question
Сколько времени держится заряд при прослушивании музыки?;question
Наушники поддерживают aptX?;question
Есть ли защита от перегрева у планшета?;question
Куртка рассчитана на мороз или только на осень?;question
Можно ли вернуть товар без чека?;question
Футболка идёт в размере в размер?;question
Какого качества ткань у толстовки?;question
Подходит ли планшет для рисования?;question
Наушники можно использовать для видеосвязи?;question
Какая ширина подола у футболки размера L?;question
Есть ли водоотталкивающая пропитка?;question
Какой уровень шума при работе планшета?;question
Можно ли выбрать дату доставки?;question
Сколько весит планшет без коробки?;question
Наушники идут с шумоподавлением?;question
Какая длина рукава у размера 48?;question
Футболка подходит для повседневной носки?;question
Подходит ли куртка для межсезонья?;question
Какой объём встроенной памяти?;question
Можно ли установить сим-карту в планшет?;question
Какая высота подошвы у этих ботинок?;question
Наушники включаются автоматически при извлечении?;question
Есть ли подкладка из флиса?;question
Какой тип ткани используется в худи?;question
Можно ли примерить несколько размеров?;question
Планшет поддерживает внешнюю клавиатуру?;question
Как долго наушники держат заряд в режиме ожидания?;question
Куртка имеет внутренние манжеты?;question
Сколько стиральных циклов выдерживает футболка?;question
Наушники совместимы с Windows?;question
Футболка после стирки сохраняет форму?;question
Какой уровень яркости у дисплея?;question
Есть ли на планшете родительский контроль?;question
Можно ли подключить проводные наушники?;question
Какая длина молнии у куртки?;question
Футболка быстро теряет цвет при стирке?;question
Какой вес у размеров XL и XXL?;question
Наушники поддерживают Siri или Google Assistant?;question
Планшет идёт с защитным стеклом?;question
Какой материал внутренней части куртки?;question
Можно ли использовать футболку как нижний слой?;question
Наушники совместимы с консолями?;question
Какой радиус действия Bluetooth у гарнитуры?;question
Футболка предназначена для мужчин или унисекс?;question
Сколько зарядок выдерживает аккумулятор?;question
Есть ли съёмный капюшон у куртки?;question
Планшет подходит для чтения PDF?;question
Какая длина шнуровки у обуви?;question
Наушники идут с кейсом или без?;question
Можно ли вернуть товар, если распечатал упаковку?;question
Какая высота куртки по спинке?;question
Футболка идёт приталенного кроя?;question
Поддерживает ли планшет быструю зарядку?;question
Наушники не выпадают при беге?;question
Футболка сильно выгорает на солнце?;question
Есть ли приложение для обновлений планшета?;question
Куртка застёгивается на молнию или кнопки?;question
Можно ли использовать планшет без учётной записи?;question
Какая длина рукава у худи размера XL?;question
Наушники можно подключить к Smart TV?;question
Сколько времени занимает зарядка полностью?;question
Футболка подходит для высокой температуры воздуха?;question
Есть ли у футболки боковые швы?;question
Планшет весит более 500 грамм?;question
Как отстирывается ткань от пота?;question
Есть ли регулятор громкости на шнуре?;question
Какая длина изделия от плеча до низа?;question
Наушники поддерживают голосовые команды?;question
Футболка не скатывается со временем?;question
Можно ли использовать планшет в горизонтальном режиме?;question
Какой интерфейс подключения у гарнитуры?;question
Есть ли защита от пыли у куртки?;question
Футболка мягкая или грубоватая?;question
Какая комплектация у планшета при получении?;question
Наушники совместимы с iOS 17?;question
Можно ли заказывать в подарок с открыткой?;question
Футболка садится после машинной сушки?;question
Наушники подходят под шлем?;question
Какой материал верха у обуви?;question
Планшет работает в режиме split screen?;question
Есть ли кнопка включения на корпусе планшета?;question
Какая длина по боковому шву у куртки?;question
Можно ли отрегулировать капюшон по ширине?;question
Футболка легко гладится?;question
Поддерживает ли планшет видеозвонки?;question
Есть ли анатомическая стелька в обуви?;question
Футболка подходит для печати логотипа?;question
Сколько занимает зарядка до 100%?;question
Планшет поддерживает стилус с распознаванием силы нажатия?;question
Получил заказ, всё ок.;other
12345;other
Ожидаю доставку, пока ничего не могу сказать.;other
Посмотрим, как покажет себя в деле.;other
Пришло, спасибо.;other
Купил, дальше будет видно.;other
Пока ничего особенного.;other
Первое впечатление — норм.;other
В пути.;other
Дальше посмотрим.;other
Ещё не тестировал.;other
Товар доехал.;other
Принёс курьер.;other
+++++;other
Упаковано было.;other
Не открывал пока.;other
Заказ получен, не проверял.;other
С виду нормальный.;other
Ничего необычного.;other
Посмотрим через неделю.;other
Буду использовать — оценю.;other
Спасибо.;other
Ок.;other
Да.;other
Ну, норм.;other
Уже у меня.;other
Хз, ещё не разобрался.;other
🤷‍♂️;other
Доставили.;other
Ожидания есть.;other
Гляну позже.;other
Вроде целый.;other
По ощущениям — как надо.;other
Что будет дальше — не знаю.;other
Доставка ок.;other
🤔;other
Первое мнение — никакое.;other
Отзыв позже.;other
Нет мнения.;other
0;other
Сложно сказать.;other
👀;other
Без комментариев.;other
🤫;other
Забрал с ПВЗ.;other
Жду адаптер.;other
😐;other
Купил, пусть будет.;other
Лежит пока.;other
Начал пользоваться.;other
Гуд.;other
Пока живой.;other
Отлично? Не уверен.;other
На вид сойдёт.;other
Готов к тесту.;other
Уже дома.;other
Ставлю 3, не знаю зачем.;other
Думаю, норм.;other
?;other
🛒📦;other
Подарок. Не знаю.;other
Проверю позже.;other
Ну окей.;other
Пока не понял.;other
Будет видно.;other
Молча взял.;other
Только получил.;other
Дальше посмотрим.;other
Пробую.;other
Норм или нет — позже скажу.;other
🤷;other
Пока никак.;other
Всё пришло. Всё.;other
И что дальше?;other
На первый взгляд — да.;other
Ниже напишу, если что.;other
🧐;other
Может подойдёт.;other
Сложно что-то написать.;other
Тестирую.;other
Молчание — знак согласия.;other
Ни плохо ни хорошо.;other
Так себе впечатление.;other
Ждал — пришло.;other
Без эмоций.;other
Спасибо за доставку.;other
Ну, коробка как коробка.;other
Форма есть.;other
Дальше сам решу.;other
Что-то пришло.;other
Пришло.;other
Лежит на полке.;other
Начало положено.;other
0 из 0;other
Потом посмотрим.;other
Брал на пробу.;other
🛠️;other
Время покажет.;other
Всё понятно.;other
Не знаю, что писать.;other
Есть и есть.;other
Без мнения.;other
Пока всё.;other
Доставили с опозданием на 4 дня.;delivery_complaint
Коробка была вся мятая, как будто по ней прыгали.;delivery_complaint
Очень долго везли, почти две недели.;delivery_complaint
Товар пришёл поздно вечером, неудобно.;delivery_complaint
Заказ задержали без объяснения причин.;delivery_complaint
Ужасная доставка, упаковка вся порвана.;delivery_complaint
Служба доставки не позвонила перед приездом.;delivery_complaint
Обещали привезти во вторник — привезли в пятницу.;delivery_complaint
Курьер грубый, не предупредил о времени доставки.;delivery_complaint
Ждали 6 дней, хотя обещали 2.;delivery_complaint
Товар ехал из соседнего города почти неделю.;delivery_complaint
Пришло с опозданием и без извинений.;delivery_complaint
Курьер не смог найти адрес.;delivery_complaint
Упаковка промокла, коробка развалилась.;delivery_complaint
Ожидание не оправдано — доставка провальная.;delivery_complaint
Курьер не позвонил, просто оставил у двери.;delivery_complaint
Доставили позже обещанного срока.;delivery_complaint
Мятая коробка, как после войны.;delivery_complaint
Приехал не тот курьер, и пришлось ждать ещё.;delivery_complaint
Ждал с 10 до 20, а привезли в 21:30.;delivery_complaint
Товар был повреждён в пути.;delivery_complaint
Очень долго везли — потеряли на сортировке.;delivery_complaint
Курьер опоздал на 3 часа.;delivery_complaint
Никакого оповещения о переносе доставки.;delivery_complaint
Коробка была вскрыта.;delivery_complaint
Оформили доставку на один день, привезли на другой.;delivery_complaint
Была указана быстрая доставка, а в итоге 5 дней.;delivery_complaint
Ждали с утра, а курьер приехал вечером.;delivery_complaint
Плохо упаковано, внутри всё болталось.;delivery_complaint
Товар пришёл позже дня рождения, обидно.;delivery_complaint
Упаковка сильно пострадала.;delivery_complaint
Обещали доставить в понедельник — приехало в среду.;delivery_complaint
Курьер не вышел на связь.;delivery_complaint
Трек не обновлялся несколько дней.;delivery_complaint
Долго ехало, и никто не объяснил почему.;delivery_complaint
Товар шёл через 3 города, хотя был в наличии.;delivery_complaint
Курьер приехал без сдачи.;delivery_complaint
Не донесли до квартиры, пришлось самому спускаться.;delivery_complaint
Порвали коробку при доставке.;delivery_complaint
Груз пришёл мокрый.;delivery_complaint
Очень долгая доставка по Москве.;delivery_complaint
Курьер отказался поднимать на этаж.;delivery_complaint
Приехало поздно вечером, уже не было сил забирать.;delivery_complaint
Отвратительная упаковка — всё пыльное.;delivery_complaint
Курьер забыл часть заказа.;delivery_complaint
Оповещение пришло уже после вручения.;delivery_complaint
Ждал с 12 до 18 — приехали в 20.;delivery_complaint
Доставка в выходной — неудобно.;delivery_complaint
В коробке всё болталось, не закреплено.;delivery_complaint
Пришло позже, чем нужно было.;delivery_complaint
Курьер проспал доставку.;delivery_complaint
Коробка с вмятинами и следами вскрытия.;delivery_complaint
Долго не отправляли, хотя товар был готов.;delivery_complaint
Доставили только после повторного звонка.;delivery_complaint
Пакет был грязный, курьер даже не извинился.;delivery_complaint
Очень несерьёзный подход к доставке.;delivery_complaint
Товар шёл 8 дней по Москве!;delivery_complaint
Упаковка повреждена, коробка надорвана.;delivery_complaint
Доставили в другое отделение — пришлось ехать.;delivery_complaint
Пришло после отпуска, уже не актуально.;delivery_complaint
Ничего не понятно по треку — хаос.;delivery_complaint
Курьер сказал, что опаздывает на 2 часа, в итоге 4.;delivery_complaint
Разбито стекло — кто отвечает?;delivery_complaint
Обещали сегодня, а оказалось, что только завтра.;delivery_complaint
Ждал курьера весь день, а он не приехал.;delivery_complaint
Сломалась упаковка — товар вывалился.;delivery_complaint
Курьер позвонил и сказал «я опаздываю», и всё.;delivery_complaint
Не предупредили о переносе.;delivery_complaint
Ждали-ждали, и вдруг «переадресация».;delivery_complaint
Курьер был злой и торопился.;delivery_complaint
Приехал, бросил посылку и ушёл.;delivery_complaint
Очень плохо запаковано, коробка вся развалилась.;delivery_complaint
Доставка заняла больше недели.;delivery_complaint
Товар пропал на складе.;delivery_complaint
Доставили без коробки, только в пакете.;delivery_complaint
На упаковке грязные пятна.;delivery_complaint
Ничего не сообщили, а доставка изменилась.;delivery_complaint
Привезли, но коробка вся промятая.;delivery_complaint
Посылка потерялась на сортировке.;delivery_complaint
Ужасно долгая доставка — почти 10 дней.;delivery_complaint
Повреждена упаковка и сам товар.;delivery_complaint
Неудобно, что нет точного времени.;delivery_complaint
Упаковано было плохо — всё болталось.;delivery_complaint
Товар пришёл, но с опозданием.;delivery_complaint
Не уложились в сроки.;delivery_complaint
Зачем указывать 1–2 дня, если 5?;delivery_complaint
Курьер был без формы и без документов.;delivery_complaint
Очень грязная коробка.;delivery_complaint
Срок доставки сильно превышен.;delivery_complaint
Не перезвонили перед доставкой.;delivery_complaint
Отдали не в руки, оставили у двери.;delivery_complaint
Служба доставки подвела.;delivery_complaint
Один товар из двух не привезли.;delivery_complaint
Ждал с работы, а курьер не приехал.;delivery_complaint
Никто не вышел на связь.;delivery_complaint
Очень разочарован доставкой.;delivery_complaint
Товар пришёл, но упаковка повреждена.;delivery_complaint
